CODE_IRIS,NOM_IRIS,Nb_Pharmacies,Nb_Commerces,Nb_Restaurants,Nb_Transports,Nb_VLille,Nb_ParcsEnfants,Nb_ComplexesSportifs,Nb_Ecoles,Nb_Bars,Nb_Parkings,Surface_Verte_m2,Bruit_Leq_dB,Norm_Bruit,Norm_Nb_Pharmacies,Norm_Nb_Commerces,Norm_Nb_Restaurants,Norm_Nb_Transports,Norm_Nb_VLille,Norm_Nb_ParcsEnfants,Norm_Nb_ComplexesSportifs,Norm_Nb_Ecoles,Norm_Nb_Bars,Norm_Nb_Parkings,Norm_Surface_Verte_m2,Norm_Bruit_Leq_dB,Norm_Norm_Bruit,Prix_Median_m2,Norm_Prix
593500507,Belfort,1,0,0,3,2,11,1,5,0,8,41945.0874080985,99.28006046558905,0.1775586373892906,0.25,0.0,0.0,0.1875,0.4,1.0,0.1666666666666667,0.2083333333333333,0.0,0.1081081081081081,0.04301415717692384,0.8224413626107094,0.1775586373892906,3436.5,0.489089184060721
593500508,Trévise,0,0,2,4,0,2,0,0,2,8,3619.131569842821,65.53331760665904,0.8433831236014093,0.0,0.0,0.04878048780487805,0.25,0.0,0.1818181818181818,0.0,0.0,0.04545454545454546,0.1081081081081081,0.003711373698535425,0.1566168763985906,0.8433831236014093,3436.5,0.489089184060721
593500601,Baltique-Vieux Faubourg,0,0,2,3,0,4,2,2,0,4,69796.6123296178,105.6082846173822,0.05270254054710755,0.0,0.0,0.04878048780487805,0.1875,0.0,0.3636363636363636,0.3333333333333333,0.08333333333333333,0.0,0.05405405405405406,0.07157554409061372,0.9472974594528925,0.05270254054710755,2093.0,0.9139784946236559
593500602,Concorde 1,0,0,0,2,0,1,0,2,0,3,29165.99085887765,67.76563690139282,0.79933938125594,0.0,0.0,0.0,0.125,0.0,0.09090909090909091,0.0,0.08333333333333333,0.0,0.04054054054054054,0.02990935512467823,0.20066061874406,0.79933938125594,3436.5,0.489089184060721
593500603,Verhaeren,0,0,0,2,1,8,0,2,0,6,71932.10934819188,105.0968965506008,0.06279224604085179,0.0,0.0,0.0,0.125,0.2,0.7272727272727273,0.0,0.08333333333333333,0.0,0.08108108108108109,0.0737654693019762,0.9372077539591482,0.06279224604085179,3436.5,0.489089184060721
593500604,Concorde 2,1,0,1,3,0,3,0,2,0,5,128257.399638579,105.5109502971626,0.05462295028922586,0.25,0.0,0.02439024390243903,0.1875,0.0,0.2727272727272727,0.0,0.08333333333333333,0.0,0.06756756756756757,0.1315263428463426,0.9453770497107742,0.05462295028922586,3436.5,0.489089184060721
593500702,Faubourg des Postes A,1,0,0,3,0,3,0,4,1,1,1483.941272992896,65.75025161059389,0.8391030076709429,0.25,0.0,0.0,0.1875,0.0,0.2727272727272727,0.0,0.1666666666666667,0.02272727272727273,0.01351351351351351,0.001521763026425757,0.1608969923290571,0.8391030076709429,1920.0,0.9686907020872866
593500703,Faubourg des Postes B,0,1,1,1,0,5,1,0,0,21,27045.73929171561,102.6109950199784,0.1118391752902806,0.0,0.3333333333333333,0.02439024390243903,0.0625,0.0,0.4545454545454545,0.1666666666666667,0.0,0.0,0.2837837837837838,0.02773506393111837,0.8881608247097194,0.1118391752902806,2794.0,0.6922833649588868
593500704,Croisette A,0,0,0,3,0,7,0,2,0,2,7626.724213453289,62.37116445357731,0.9057725224028269,0.0,0.0,0.0,0.1875,0.0,0.6363636363636364,0.0,0.08333333333333333,0.0,0.02702702702702703,0.007821109320162993,0.09422747759717306,0.9057725224028269,3436.5,0.489089184060721
593500705,Croisette B,0,0,0,1,0,3,1,3,0,9,17837.40443922539,66.21505816914687,0.8299323570594079,0.0,0.0,0.0,0.0625,0.0,0.2727272727272727,0.1666666666666667,0.125,0.0,0.1216216216216216,0.01829203288366642,0.1700676429405921,0.8299323570594079,3436.5,0.489089184060721
593500706,Giraudoux,1,0,0,4,0,6,0,2,0,4,10491.50053138131,65.0893805799228,0.8521420175774238,0.25,0.0,0.0,0.25,0.0,0.5454545454545454,0.0,0.08333333333333333,0.0,0.05405405405405406,0.01075890123884889,0.1478579824225762,0.8521420175774238,3436.5,0.489089184060721
593500707,400 Maisons-Cimetière du Sud,0,0,0,3,1,3,0,0,0,4,9130.826572278987,64.18104320475652,0.8700635476242062,0.0,0.0,0.0,0.1875,0.2,0.2727272727272727,0.0,0.0,0.0,0.05405405405405406,0.009363547285382707,0.1299364523757938,0.8700635476242062,3436.5,0.489089184060721
593500710,Faubourg de Douai,2,0,4,2,1,1,1,7,0,18,32561.36428205434,102.0214630979426,0.123470661941778,0.5,0.0,0.0975609756097561,0.125,0.2,0.09090909090909091,0.1666666666666667,0.2916666666666667,0.0,0.2432432432432433,0.03339126767090585,0.876529338058222,0.123470661941778,1821.0,1.0
593500711,Balzac-Lazarre Garreau,0,1,4,10,3,3,1,3,1,10,51016.4918355746,106.5372189864476,0.03437463104801162,0.0,0.3333333333333333,0.0975609756097561,0.625,0.6,0.2727272727272727,0.1666666666666667,0.125,0.02272727272727273,0.1351351351351351,0.05231676780358718,0.9656253689519884,0.03437463104801162,3436.5,0.489089184060721
593500801,Marx Dormoy,1,1,2,5,2,3,2,0,0,20,174801.9755059422,99.1277527151321,0.1805636749455975,0.25,0.3333333333333333,0.04878048780487805,0.3125,0.4,0.2727272727272727,0.3333333333333333,0.0,0.0,0.2702702702702703,0.1792572173254709,0.8194363250544024,0.1805636749455975,2904.0,0.6574952561669829
593500802,Canteleu,1,0,14,3,3,3,0,1,1,9,27736.00725350556,64.92757279887977,0.8553344910889702,0.25,0.0,0.3414634146341464,0.1875,0.6,0.2727272727272727,0.0,0.04166666666666666,0.02272727272727273,0.1216216216216216,0.02844292500466318,0.1446655089110298,0.8553344910889702,3357.0,0.5142314990512334
593500803,Vieux Bois-Blancs,1,0,2,7,1,0,0,6,1,11,20052.11180137013,63.33488299649013,0.8867583198657004,0.25,0.0,0.04878048780487805,0.4375,0.2,0.0,0.0,0.25,0.02272727272727273,0.1486486486486487,0.02056318730156831,0.1132416801342995,0.8867583198657004,3014.0,0.622707147375079
593500804,Aviateurs,0,0,0,4,0,3,1,3,0,19,91012.50414430287,98.3518479019489,0.1958723056406191,0.0,0.0,0.0,0.25,0.0,0.2727272727272727,0.1666666666666667,0.125,0.0,0.2567567567567567,0.0933321730919227,0.8041276943593809,0.1958723056406191,3436.5,0.489089184060721
593500901,Buisson,0,0,1,2,2,0,0,0,0,10,23714.05809427144,96.9384922047644,0.2237578658811038,0.0,0.0,0.02439024390243903,0.125,0.4,0.0,0.0,0.0,0.0,0.1351351351351351,0.02431846695765263,0.7762421341188962,0.2237578658811038,3418.0,0.4949399114484503
593500902,Notre-Dame de Pellevoisin,1,0,1,1,0,1,0,8,1,5,16062.08823130411,59.88392597974818,0.9548458295912293,0.25,0.0,0.02439024390243903,0.0625,0.0,0.09090909090909091,0.0,0.3333333333333333,0.02272727272727273,0.06756756756756757,0.01647146854288208,0.04515417040877073,0.9548458295912293,3850.0,0.3583175205566098
593500903,Pellevoisin-Rouges Barres,0,0,0,3,0,2,0,5,0,2,61986.02154204716,105.4601470352978,0.05562530052700855,0.0,0.0,0.0,0.1875,0.0,0.1818181818181818,0.0,0.2083333333333333,0.0,0.02702702702702703,0.06356588192177698,0.9443746994729915,0.05562530052700855,3486.0,0.4734345351043643
593500905,Saint-Maurice-Cimetière de l'Est,1,0,3,1,0,0,0,0,1,7,12258.13334114754,96.16810252866496,0.2389576827172432,0.25,0.0,0.07317073170731707,0.0625,0.0,0.0,0.0,0.0,0.02272727272727273,0.0945945945945946,0.01257056086453662,0.7610423172827568,0.2389576827172432,3436.5,0.489089184060721
593500906,Saint-Maurice des Champs,0,0,4,4,1,2,0,9,0,4,15097.85432973164,97.06100419649856,0.2213406997477022,0.0,0.0,0.0975609756097561,0.25,0.2,0.1818181818181818,0.0,0.375,0.0,0.05405405405405406,0.01548265885954479,0.7786593002522978,0.2213406997477022,3824.0,0.3665401644528779
593500907,Saint-Maurice-Briqueterie,0,0,1,4,2,2,1,5,0,6,26053.42152950462,103.2713047842201,0.09881123919123545,0.0,0.0,0.02439024390243903,0.25,0.4,0.1818181818181818,0.1666666666666667,0.2083333333333333,0.0,0.08108108108108109,0.02671745460352508,0.9011887608087645,0.09881123919123545,3522.0,0.4620493358633776
593500908,Saint-Maurice-Saint-Gabriel,0,0,0,3,0,5,1,11,0,6,12623.84826700348,95.02397239563182,0.2615314126078899,0.0,0.0,0.0,0.1875,0.0,0.4545454545454545,0.1666666666666667,0.4583333333333333,0.0,0.08108108108108109,0.01294559690033416,0.7384685873921101,0.2615314126078899,3455.0,0.4832384566729918
593501001,Centre,3,0,12,7,0,1,0,9,1,7,983.7860307324086,61.26109589375343,0.9276742161927916,0.75,0.0,0.2926829268292683,0.4375,0.0,0.09090909090909091,0.0,0.375,0.02272727272727273,0.0945945945945946,0.001008860144757157,0.07232578380720842,0.9276742161927916,2107.0,0.90955091714105
593501002,Entrée Lille Fives,0,1,2,1,1,2,1,2,2,12,11354.3837757384,95.87490117695964,0.2447425562433185,0.0,0.3333333333333333,0.04878048780487805,0.0625,0.2,0.1818181818181818,0.1666666666666667,0.08333333333333333,0.04545454545454546,0.1621621621621622,0.01164377710373845,0.7552574437566815,0.2447425562433185,3436.5,0.489089184060721
593501003,Caulier,2,0,5,4,2,1,1,7,3,15,68026.64502015202,100.6454668792601,0.1506191182880358,0.5,0.0,0.1219512195121951,0.25,0.4,0.09090909090909091,0.1666666666666667,0.2916666666666667,0.06818181818181818,0.2027027027027027,0.0697604649776142,0.8493808817119642,0.1506191182880358,2655.0,0.7362428842504743
593501004,Marbrerie,1,0,2,1,0,4,0,4,1,7,8476.438362354605,58.74374918606884,0.9773415599500375,0.25,0.0,0.04878048780487805,0.0625,0.0,0.3636363636363636,0.0,0.1666666666666667,0.02272727272727273,0.0945945945945946,0.008692480444049137,0.02265844004996252,0.9773415599500375,2623.0,0.7463630613535737
593501005,Lannoy,2,1,1,3,1,0,0,0,3,2,1269.838531837658,59.20177278471759,0.9683047373885786,0.5,0.3333333333333333,0.02439024390243903,0.1875,0.2,0.0,0.0,0.0,0.06818181818181818,0.02702702702702703,0.001302203370477024,0.03169526261142141,0.9683047373885786,2276.0,0.8561037318153067
593501006,Convention,1,0,0,1,1,2,0,4,0,23,25388.81066033493,101.1445176745134,0.1407728276183776,0.25,0.0,0.0,0.0625,0.2,0.1818181818181818,0.0,0.1666666666666667,0.0,0.3108108108108108,0.02603590455429483,0.8592271723816224,0.1407728276183776,2758.0,0.7036685641998734
593501007,Mont de Terre,0,1,3,5,3,1,0,18,1,14,9310.139695486723,93.9903382914874,0.2819250517570133,0.0,0.3333333333333333,0.07317073170731707,0.3125,0.6,0.09090909090909091,0.0,0.75,0.02272727272727273,0.1891891891891892,0.009547430627679748,0.7180749482429867,0.2819250517570133,2296.0,0.8497786211258697
593501008,Petit Maroc,1,0,2,11,3,1,2,0,0,19,117036.8026541638,105.2883166557284,0.05901552027860585,0.25,0.0,0.04878048780487805,0.6875,0.6,0.09090909090909091,0.3333333333333333,0.0,0.0,0.2567567567567567,0.1200197624067613,0.9409844797213941,0.05901552027860585,1973.0,0.9519291587602783
593502402,Ãpine Mont de Terre 2,0,0,0,4,1,2,0,1,0,5,35843.60427896703,94.31324895938964,0.2755540123222691,0.0,0.0,0.0,0.25,0.2,0.1818181818181818,0.0,0.04166666666666666,0.0,0.06756756756756757,0.03675716331789715,0.7244459876777309,0.2755540123222691,3436.5,0.489089184060721
593502403,Ãpine Mont de Terre 3,1,1,0,2,0,1,0,2,0,2,1828.029426662753,60.60461454658537,0.9406266174812125,0.25,0.3333333333333333,0.0,0.125,0.0,0.09090909090909091,0.0,0.08333333333333333,0.0,0.02702702702702703,0.001874621080592432,0.05937338251878752,0.9406266174812125,3436.5,0.489089184060721
593502404,Ãpine Mont de Terre 4,1,0,0,5,1,4,1,1,1,21,51447.94104138899,100.0704129229614,0.1619649541394357,0.25,0.0,0.0,0.3125,0.2,0.3636363636363636,0.1666666666666667,0.04166666666666666,0.02272727272727273,0.2837837837837838,0.05275921351295471,0.8380350458605643,0.1619649541394357,3436.5,0.489089184060721
593502501,Centre 1,0,1,1,5,0,2,0,6,0,16,65356.02357929642,99.14459026691232,0.1802314694254976,0.0,0.3333333333333333,0.02439024390243903,0.3125,0.0,0.1818181818181818,0.0,0.25,0.0,0.2162162162162162,0.06702177643229373,0.8197685305745024,0.1802314694254976,2825.0,0.6824794433902593
593502502,Centre 2,2,1,4,4,2,3,1,0,0,9,36031.45478502768,62.04439838984244,0.9122196289401101,0.5,0.3333333333333333,0.0975609756097561,0.25,0.4,0.2727272727272727,0.1666666666666667,0.0,0.0,0.1216216216216216,0.0369498016384433,0.08778037105988985,0.9122196289401101,2728.0,0.7131562302340291
593502503,Centre 3,2,0,4,0,1,0,0,1,0,9,17163.27442659796,59.41931793436729,0.9640125635305282,0.5,0.0,0.0975609756097561,0.0,0.2,0.0,0.0,0.04166666666666666,0.0,0.1216216216216216,0.01760072107309097,0.03598743646947175,0.9640125635305282,2474.0,0.7934851359898798
593502601,Les Sarts 1,1,0,1,2,0,1,0,2,1,3,21052.01924146857,60.08565211782286,0.9508657654173148,0.25,0.0,0.02439024390243903,0.125,0.0,0.09090909090909091,0.0,0.08333333333333333,0.02272727272727273,0.04054054054054054,0.02158857974794251,0.04913423458268518,0.9508657654173148,3436.5,0.489089184060721
593502602,Les Sarts 2,0,1,0,4,0,0,0,3,1,1,1982.989217998788,60.09495256140819,0.9506822673209908,0.0,0.3333333333333333,0.0,0.25,0.0,0.0,0.0,0.125,0.02272727272727273,0.01351351351351351,0.002033530388750045,0.04931773267900916,0.9506822673209908,2602.0,0.7530044275774826
593502603,Les Sarts 3,0,0,2,2,1,6,4,6,1,3,55697.92182876421,61.02618900527287,0.9323089378008613,0.0,0.0,0.04878048780487805,0.125,0.2,0.5454545454545454,0.6666666666666666,0.25,0.02272727272727273,0.04054054054054054,0.05711751511353186,0.06769106219913869,0.9323089378008613,2990.0,0.6302972802024035
593502702,Bourg Délivrance 2,0,0,1,6,0,8,1,5,0,18,20278.42559271911,58.15101713799532,0.9890361852067554,0.0,0.0,0.02439024390243903,0.375,0.0,0.7272727272727273,0.1666666666666667,0.2083333333333333,0.0,0.2432432432432433,0.0207952692352088,0.01096381479324455,0.9890361852067554,3436.5,0.489089184060721
593502703,Bourg Délivrance 3,3,0,1,4,0,1,1,5,0,22,39527.09943055562,95.8772945886506,0.2446953341420304,0.75,0.0,0.02439024390243903,0.25,0.0,0.09090909090909091,0.1666666666666667,0.2083333333333333,0.0,0.2972972972972973,0.0405345410563037,0.7553046658579696,0.2446953341420304,3436.5,0.489089184060721
593502704,Bourg Délivrance 4,0,0,0,4,0,2,0,1,0,8,18284.63630783164,66.02706997417098,0.8336413711072819,0.0,0.0,0.0,0.25,0.0,0.1818181818181818,0.0,0.04166666666666666,0.0,0.1081081081081081,0.01875066351431911,0.1663586288927181,0.8336413711072819,3436.5,0.489089184060721
593502705,Bourg Délivrance 5,1,0,2,4,0,1,2,7,3,7,14774.26921740237,64.96731813014713,0.8545503142313383,0.25,0.0,0.04878048780487805,0.25,0.0,0.09090909090909091,0.3333333333333333,0.2916666666666667,0.06818181818181818,0.0945945945945946,0.01515082641522483,0.1454496857686616,0.8545503142313383,3436.5,0.489089184060721
593502801,Mitterie 1,1,3,3,7,2,2,0,3,1,27,21304.86399100072,102.9287299718084,0.1055702529252923,0.25,1.0,0.07317073170731707,0.4375,0.4,0.1818181818181818,0.0,0.125,0.02272727272727273,0.3648648648648649,0.02184786884399137,0.8944297470747077,0.1055702529252923,2632.0,0.743516761543327
593502802,Mitterie 2,0,1,15,16,0,11,5,24,1,74,765827.0353382004,106.0351799471298,0.04427987988371464,0.0,0.3333333333333333,0.3658536585365854,1.0,0.0,1.0,0.8333333333333334,1.0,0.02272727272727273,1.0,0.785345948808652,0.9557201201162854,0.04427987988371464,3436.5,0.489089184060721
593502901,Mont Ã  Camp-Marais 1,2,0,2,3,1,1,0,1,2,19,34111.60732472069,64.07850594049333,0.8720866116449631,0.5,0.0,0.04878048780487805,0.1875,0.2,0.09090909090909091,0.0,0.04166666666666666,0.04545454545454546,0.2567567567567567,0.03498102232443431,0.1279133883550369,0.8720866116449631,3436.5,0.489089184060721
593502902,Mont Ã  Camp-Marais 2,1,0,4,2,0,0,0,4,1,8,15379.54417986518,64.96408182866915,0.8546141665793358,0.25,0.0,0.0975609756097561,0.125,0.0,0.0,0.0,0.1666666666666667,0.02272727272727273,0.1081081081081081,0.01577152824181359,0.1453858334206643,0.8546141665793358,3436.5,0.489089184060721
593502903,Mont Ã  Camp-Marais 3,2,0,1,5,0,4,0,1,0,5,14899.41214074514,62.73554929773213,0.8985831959348751,0.5,0.0,0.02439024390243903,0.3125,0.0,0.3636363636363636,0.0,0.04166666666666666,0.0,0.06756756756756757,0.01527915890198003,0.1014168040651249,0.8985831959348751,3436.5,0.489089184060721
593502904,Mont Ã  Camp-Marais 4,0,0,0,1,1,2,0,0,1,5,36344.71837900632,60.34576802184957,0.945733668999057,0.0,0.0,0.0,0.0625,0.2,0.1818181818181818,0.0,0.0,0.02272727272727273,0.06756756756756757,0.03727104949610311,0.05426633100094298,0.945733668999057,3436.5,0.489089184060721
593503001,Sud Marais 1,1,0,3,6,2,1,6,4,0,10,45173.15320090277,62.45823913850556,0.904054535644911,0.25,0.0,0.07317073170731707,0.375,0.4,0.09090909090909091,1.0,0.1666666666666667,0.0,0.1351351351351351,0.04632449786207223,0.09594546435508902,0.904054535644911,2657.0,0.7356103731815307
593503002,Sud Marais 2,0,1,0,6,0,1,0,3,0,8,35345.48172415044,105.4734020089037,0.05536377940694687,0.0,0.3333333333333333,0.0,0.375,0.0,0.09090909090909091,0.0,0.125,0.0,0.1081081081081081,0.03624634493152003,0.9446362205930531,0.05536377940694687,2123.0,0.9044908285895004
593503003,Sud Marais 3,0,0,0,5,0,4,0,0,0,22,18076.09126874149,99.07717710691428,0.1815615335684954,0.0,0.0,0.0,0.3125,0.0,0.3636363636363636,0.0,0.0,0.0,0.2972972972972973,0.01853680321161869,0.8184384664315046,0.1815615335684954,3436.5,0.489089184060721
